Datetime;Tanggal;Bulan;Tahun;Jam;Hari;Department;Tipe_Insiden;Jenis_Alat;Nomor_Alat;Lokasi;Penyebab;Akibat;Nama_Terlibat;Nama_Perusahaan;Status;Group;Shift;Nama_Korban;Nomor_Container;Deskripsi_Kejadian
16/04/20;16;April;2020;17;Thursday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 17 mengambil SITU 9053349 40ft yang ditumpuk pada G1.04.02.02 untuk dipindahkan ke truk internal 132. Ketika kontainer akan dimuat ke truk (sekitar 2 tingkat), mesin RTG 17 tiba-tiba mati dengan sendirinya. Hal itu menyebabkan spreader/kontainer jatuh ke dalam sasis internal truk 132.Tidak ada kerusakan dalam insiden tersebut.
18/04/20;18;April;2020;7;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 54 membawa BEAU 4837121 40ft di blok M2.18.1.1.Secara tidak sengaja penyebar tidak mendarat di posisi yang tepat. Hal ini menyebabkan kontainer BEAU 4837121 40ft berlubang terkena kunci twist
19/04/20;19;April;2020;13;Sunday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 54 membawa BEAU 4837121 40ft di blok M2.18.1.1.Secara tidak sengaja penyebar tidak mendarat di posisi yang tepat. Hal ini menyebabkan kontainer BEAU 4837121 40ft berlubang terkena kunci twist
19/04/20;19;April;2020;13;Sunday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Operator QCC 07 melayani Wan Hai di dermaga 1. Sementara Operator mengangkat palka untuk menutup teluk 32, tiba-tiba palka menabrak pagar gang. Hal itu menyebabkan pagar gang rusak.
21/04/20;21;April;2020;14;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Operator QCC 07 melayani Wan Hai di dermaga 1. Sementara Operator mengangkat palka untuk menutup teluk 32, tiba-tiba palka menabrak pagar gang. Hal itu menyebabkan pagar gang rusak.
21/04/20;21;April;2020;23;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Operator QCC 16 melayani MV Posen. Saat dia memindahkan palka ke dermaga, palka itu tiba-tiba menabrak pagar gang. Itu menyebabkan pagar rusak.
24/04/20;24;April;2020;1;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Ketika gantry RTG 06 dari utara ke selatan, tiba-tiba menabrak truk eksternal yang terparkir rapat di sepanjang jalur RTG. Itu menyebabkan kerusakan pada RTG 06 dan truk eksternal
24/04/20;24;April;2020;21;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 02, bergerak dari utara ke selatan (blok N3 menuju N4), ditabrak oleh truk eksternal 9994 JM B yang pada saat yang sama bergerak dari timur ke barat. Hal itu menyebabkan wheel guard RTG 02 rusak
26/04/20;26;April;2020;14;Sunday;Safety;First Aid / Injury;HT Internal;< NOMOR ALAT >;Workshop;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Truk Internal 178/173 menghentikan truk di depan Kantor HT. Sopir turun dari truk ingin membenarkan kaca spion. Tiba-tiba kepalanya terbentur lampu putar, menyebabkan cedera pada kepala pengemudi truk. Korban dibawa ke rumah sakit terdekat (PMC) untuk perawatan medis., Hal itu menyebabkan cedera pada kepala pengemudi truk. Korban dibawa ke rumah sakit terdekat (PMC) untuk perawatan medis.
02/05/20;2;May;2020;19;Saturday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 14 memuat penutup palka (palka) di teluk 34, tiba-tiba menabrak jalan geng. Itu menyebabkan jembatan cambuk putus
02/05/20;2;May;2020;20;Saturday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 13 memuat penutup palka (palka) di teluk 26, menghantam jalan geng. Itu menyebabkan railing bengkok dan tali railing putus
03/05/20;3;May;2020;2;Sunday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 15 melayani kapal Bellavia dan gantry dari timur ke barat, secara tidak sengaja tangga kapal menabrak kotak Arah Darat/Laut QC 15. Itu menyebabkan kotak Arah Darat / Laut QC 15 rusak
05/05/20;5;May;2020;5;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 06 gantry dari blok F4 ke D2. Tiba di blok F3 daripada datang dari sisi lain truk eksternal B 9502 UJW membawa kontainer TTLU 2033015/20"", ia dihentikan sempit dengan jalur RTG, jadi pengejaran extruck kasar RTG 06. Itu menyebabkan pelindung roda tikungan RTG 06."
05/05/20;5;May;2020;20;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 43 membongkar peti kemas impor GCKU 5011952/40"" di blok G4.12.3.3 yang hendak dimuat ke truk eksternal B 9397 AG, tiba-tiba mengerem hoist trable, penyebar jatuh menabrak peti kemas di bawah WHLU 5751073/40"". Itu menyebabkan kontainer tidak ada kerusakan sama sekali, tetapi RTG 43 berhenti untuk layanan."
09/05/20;9;May;2020;5;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 34 gantry dari blok N2-5 ke N2-6, di sisi itu datang truk eksternal B 9610 UT membawa kontainer SITU 2862402 / 20 ""dan TTLU 3126365 / 20"", dan ada di belakangnya, truk eksternal B 9500 JD sehingga sementara truk pertama pecah tiba-tiba, truk yang jatuh tidak dapat dihindari. Hal ini menyebabkan truk eksternal B 9500 HD dan B9610 UT rusak. Cotainer TLLU 3126365 / 20"" penyok."
11/05/20;11;May;2020;9;Monday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 12 setelah kemudi di blok H2-H3 dari gantry dari selatan ke utara, relokasi di blok H2, datang dari sisi lain truk internal 201/185 membawa kontainer TGCU 0118461/20"" dan WHLU 0488241/20"", truk tersebut menabrak RTG 12. Itu menyebabkan pelindung roda RTG 12 rusak."
16/05/20;16;May;2020;19;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 26 gantry dari utara ke selatan dekat dengan kontainer susun dan crased kontainer APRU 6108771 / 40 ""dan SZLU 9692469 / 40"", semua kontainer tergores sekitar 3 m. Itu menyebabkan pelindung mesin rusak."
16/05/20;16;May;2020;8;Saturday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Truk internal 131 sedang membongkar kontainer impor dari vesel CMA CGM Georgia ke blok N3.22, tiba di blok N3.18, chassis truck scratched kontainer INKU 6467099/40"". Hal ini menyebabkan sisi kanan kontainer INKU 6467099/ 40"" robek sekitar 50 cm."
16/05/20;16;May;2020;8;Saturday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Truk internal 203 / chassis 167sementara ingin berbelok di blok K4, ban depan kiri lepas. Hal itu menyebabkan bantalan gandar kiri copot.
18/05/20;18;May;2020;19;Monday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 15 gantry di blok J1 sampai J2, ada RTG 03 kemudi di blok J2, karena kecerobohan kedua RTG jatuh. Itu menyebabkan tangga RTG rusak dan kemudi rumah rusak juga.
19/05/20;19;May;2020;12;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 57 menumpuk kontainer di blok JJ.08 dan memindahkan blok dari barat ke timur, pada saat yang sama truk eksternal B 9329 UVV diparkir di dekat jalur RTG. Sementara gantry RTG 57 menabrak truk. Hal itu menyebabkan tangga RTG 57 rusak.
29/05/20;29;May;2020;9;Friday;Safety;Near Miss;HT External;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Truk eksternal B 9035 TEI datang dari selatan ke utara dan ingin menumpuk di blok K2, tiba di blok L2 – L3, dalam waktu yang sama datang truk eksternal dari sisi timur dan menabrak truk eksternal B 9035 TEI. Itu menyebabkan kedua truk eksternal rusak.
01/06/20;1;June;2020;22;Monday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 16 melayani Kapal YM ELIXIR di dermaga 7 dan penyebar menabrak gang saat memuat penutup palka di teluk 23/25, ini menyebabkan tiang gang rusak.
04/06/20;4;June;2020;8;Thursday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Sementara QCC 11 melayani Kapal SEA SPAN New York, kontainer ekspor TEMU 7217565/40 di teluk 06, menabrak gang. Hal ini menyebabkan pembengkokan di gang dan dinding sisi kiri wadah sekitar 25 cm.
11/06/20;11;June;2020;6;Thursday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 07 membongkar CSNU 1781150/20 dari teluk 15.10.02 di kapal MV BRIGHT, itu adalah slot mati. Sayangnya TKMB lupa melepaskan dua cone susun ganti rugi sehingga saat spreader mendarat dan terkunci, kedua ujung kontainer tidak terkunci. Hal ini menyebabkan kontainer CSNU 1781150/20"" bengkok saat operator mengangkat kontainer ke atas."
12/06/20;12;June;2020;4;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 26 mengangkat SEGU 9510088/40 di blok L2.14.04.02 untuk diangkut dengan truk eksternal. Setelah tiba di baris 1, penyebar tiba-tiba tergelincir dan menimpa SEGU 9594535/40 di slot 14.01.03. Hal ini menyebabkan kerusakan pada rel sisi atas SEGU 9594535/40 dan panel atap TEMU 9325928 yang terletak di slot 14.01.02 penyok.
14/06/20;14;June;2020;17;Sunday;Safety;First Aid / Injury;Others;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Ibu Selvi Handayani - Second Officer Ikon Perdana, tergelincir dari tangga pilot saat memeriksa draft laut. Dia jatuh ke spatbor dan menderita memar di kepala. Dia dibawa ke rumah sakit terdekat untuk mendapatkan perawatan medis.
16/06/20;16;June;2020;19;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 14 menurunkan CMAU 3057323/20 untuk diangkut dengan truk internal 163/133. Ketika kontainer mendarat di sasis dan penyebar belum diangkat, truk tiba-tiba mulai. Hal itu menyebabkan kontainer CMAU 3057323/20 robek sekitar 2 meter oleh twist lock (Kapal JONATHAN SWIFT)
16/06/20;16;June;2020;20;Tuesday;Safety;Near Miss;RS/SL/FD;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Pin bantalan roda belakang SL03 rusak, saat mengangkat 2 kontainer kosong di blok U6, ini menyebabkan roda belakang kiri lepas.
18/06/20;18;June;2020;19;Thursday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 34 gantry dari D1 ke D4, tetapi pada D1 – D2 ada truk eksternal B 9139 PEI sedang menumpuk kontainer ekspor SLSU 8064609 di blok C2, bergerak dari timur ke barat dan melintasi garis dengan RTG 34, tidak dapat dihindari jatuh antara RTG 34 dan truk eksternal.
20/06/20;20;June;2020;4;Saturday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;
30/06/20;30;June;2020;16;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 18 membongkar kontainer 2 x 20 ft dengan dua gerakan untuk diangkut oleh truk internal 195/154. Kontainer CMAU 1437535/20 pertama sudah ada di sasis dan akan menumpuk kontainer kedua TEMU 1258886/20. Sayangnya posisi sasis truk terlalu mundur, kontainer TEMU 1258886/20 menabrak kontainer CMAU 1437535/20. Hal itu menyebabkan dinding kanan kontainer TEMU 1258886/20 membengkak.
01/07/20;1;July;2020;22;Wednesday;Safety;Near Miss;HT External;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Truk eksternal B 9948 UIW membawa kontainer ekspor (isotank) PRKU 0291010/20"" akan ditempatkan di blok DD 12.05, namun di blok N3-20 pengemudi mengantuk sehingga menabrak corner casting kontainer CSNU 7132009/40"" yang menumpuk di blok N3-20.6-1, sehingga kontainer tergores sekitar 1,5 meter."
02/07/20;2;July;2020;23;Thursday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 60 sedang proses bongkar muat di blok JJ-26, karena belum mendapat singnal sehingga RTG 60 adalah gantry dari timur ke barat. Truk internal 208/186 sedang parkir di gantry line RTG 60 karena ada juga paking RTG 48 (masalah), sehingga RTG 60 menabrak truk internal 208/186 yang mengangkut kontainer kombo TEMU 0567005/20"" dan BMOU 20038115/20"" dan akan dimuat di kapal AS Contantina di dermaga VII. Itu menyebabkan pelindung gantry motor RTG 60 rusak."
08/07/20;8;July;2020;14;Wednesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 02 menumpuk kontainer ekspor MEDU 2418902 / 20"" di blok B4.01.01, sementara ingin mengangkat penyebar, salah satu kunci twist tidak terbuka, itu membuat kontainer terangkat. Operator menurunkan kontainer tetapi tiba-tiba menabrak kontainer di sebelahnya. DRYU 2462295 yang ditumpuk di blok B4.03.01.01."
18/07/20;18;July;2020;21;Saturday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 14 sedang membongkar peti kemas dari Kapal Pacita OAX di dermaga V, menggunakan twin sprider di teluk 13/15. Karena cornercasting berkarat, maka kontainer TCLU 9081531 dan EURU 1948490 / 20"", sulit untuk diangkat. Itu membuat casting sudut rusak."
18/07/20;18;July;2020;19;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 48 mengambil kontainer TEMU 2754181 / 20 ""ke kapal RAWDAH di dermaga VII di blok O2.05.04.01 dan saat menanganinya ke chasiss 189 HT 169, kontainer tampak rusak di bagian bawah. Jadi tim keselamatan mengevakuasi kontainer di blok O1.11 dan membungkusnya dengan terpal."
23/07/20;23;July;2020;22;Thursday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Truk internal 128/187 membawa kontainer SEGU 5469900 dari blok M1.02 akan memuat ke kapal Morgana di dermaga 7, tanpa diduga truk menabrak gear box motor gantry QCC 18.
02/08/20;2;August;2020;18;Sunday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 12 memuat kontainer ekspor CCLU 7719615/45 di Bay 14 di bawah dek kapal CMA CGM, sementara ingin menutup dengan penutup palka, penutup palka menabrak kontainer kontainer ekspor di bawahnya. Ini menyebabkan kontainer CCLU 77196115/45 sisi kanan atas dan penyok.
06/08/20;6;August;2020;2;Thursday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 09 di teluk 21 – 23 yang melayani kapal AS Penelope.  Sementara ingin menutup dengan penutup palka, penutup palka menabrak pagar. Ini menyebabkan gang railiing bengkok.
07/08/20;7;August;2020;7;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 51gantry dari utara ke selatan di blok BB, dan dari sisi lain datang headtruck eksternal B 9395 UEI, sebelah kiri sasis menabrak wheel guard RTG 51. Itu menyebabkan pelindung roda RTG 51 rusak.
07/08/20;7;August;2020;7;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 05 dikirim di blok K2, dan gantry dari utara ke selatan, sekaligus headtruck eksternal B 9381 BEI yang sedang parkir menunggu muatan di blok K2.16. Truk diparkir untuk mempersempit ke garis gantry RTG, jadi sementara gantry RTG 05 sasis menggores tangga operator. Itu menyebabkan tangga operator rusak.
08/08/20;8;August;2020;13;Saturday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 38 melayani kapal TMS Glory. Saat sedang membongkar peti kemas CAIU 2032518/20"" dari teluk 17.02.04 di bawah dek, sementara itu stabilitas kapal tidak seimbang yang ditimbulkannya saat membongkar peti kemas yang tiba-tiba menabrak peti kemas lain WHSU 2031990/20""."
10/08/20;10;August;2020;22;Monday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 007 melayani kapal Norhen Valence di dermaga 1, untuk membongkar peti kemas SEGU 244 3774/20"" di teluk 19 dan meletakkannya di headtruck internal 180/160, sementara penyebar mengangkat sekitar 50 cm salah satu twistlock masih terkunci, penyebar lebih rendah lagi tetapi tiba-tiba kunci twist terbuka, sehingga wadah terlepas dan jatuh pada sasis. Hal ini menyebabkan contianer SEGU 2443774/20"" rusak."
10/08/20;10;August;2020;16;Monday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Headtruck internal 141/192 melayani kapal Northen Valence membawa kontainer SKLU 1300236/20"" dan SEGU 1584248/20"" yang ingin menumpuk di blok H4.20, tetapi ketika tiba di blok F3.24 sasis tergores kontainer ekspor BMOU 60029554/40"" yang menumpuk di F3.24.1.1. Hal itu menyebabkan dinding kanan kontainer BMOU 60029554/40"" terdentang."
23/08/20;23;August;2020;5;Sunday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 34 saat memindahkan kontainer impor BMOU 6852475/40"" dari blok L3.20.4.2 ke chassis external truck B9681 UEM, tiba-tiba tali kawat putus dan ayunan goresan Electric Guard Leader Room RTG 34. Hal itu menyebabkan tali kawat RTG 34 putus."
25/08/20;25;August;2020;20;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 18 melayani kapal Navios Dedication di dermaga 7, sementara ingin memuat penutup palka, kunci penutup palka menggores gangway. Itu menyebabkan besi pengaman gang rusak.
08/09/20;8;September;2020;11;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 13 sementara penyebar lebih rendah untuk menutup penutup palka di teluk 15/16 sisi kanannya menggores soket penjaga kapal portabel YM Efficiency. Ini menyebabkan soket portabel / penjaga kapal YM Efisiensi bengkok.
09/09/20;9;September;2020;11;Wednesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 15 memuat kontainer 40 ""di teluk 02 di Northen Valance, penyebab salah menempatkan penutup palka kunci putar di teluk 02.10.82 bengkok"
10/09/20;10;September;2020;2;Thursday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Saat RTG 53 gantry dari selatan blok 13 ke utara blok J2, tiba-tiba datang truk eksternal B 9298 UEL dari timur dengan carring export kontainer SITU 2879410/20"" akan menumpuk di blok A1.07.01 dan pengemudi truk eksternal melintasi jalur RTG 53. Jadi bagian belakang kontainer SITU 2879410/20"" menabrak RTG 53. Itu menyebabkan RTG 53 rusak bagian: level oli gear box bengkok, motor gantry limit guard bengkok, rantai no.8 putus. Kontainer SITU 2879410 / 20 ""dinding belakang, sisi bawah berlubang 20 cm x 25 cm dan goresan 2 meter."
15/09/20;15;September;2020;3;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 04 memuat kontainer impor SITU 2858589 / 20 ""di teluk 11 baris 06, tanpa memperhatikan operator QCC 04, kunci putar masih terkunci, itu menyebabkan pelepasan pengecoran sudut. Setelah dicek, kondisi corner casting berkarat."
22/09/20;22;September;2020;21;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 14 memuat penutup palka di teluk 54, kapal Jack London. Penutup palka goresan pagar gang jalan di baris 03 dan 09 sisi barat. Itu menyebabkan jalan pagar bengkok 30 cm di bawah.
